economy_Time,Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Electricity production from coal sources (% of total),"Electricity production from oil, gas and coal sources (% of total)",Electricity production from hydroelectric sources (% of total),Electric power transmission and distribution losses (% of output),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Renewable electricity output (% of total electricity output),"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable energy consumption (% of total final energy consumption),GDP per unit of energy use (PPP $ per kg of oil equivalent),GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),"Energy imports, net (% of energy use)",Alternative and nuclear energy (% of total energy use),Fossil fuel energy consumption (% of total),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Combustible renewables and waste (% of total energy),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Unnamed: 0_y,"Net official flows from UN agencies, UNEP (current US$)",Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: particulate emission damage (current US$),Adjusted savings: particulate emission damage (% of GNI),GDP (current US$),GDP (current LCU),GDP growth (annual %),"Population, total",Unnamed: 0,Disaster risk reduction progress score (1-5 scale; 5=best),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",Total greenhouse gas emissions including LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Methane (CH4) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Waste (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),F-gases emissions from Industrial Processes (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (% change from 1990)
MYS_2007,5.59,97.9,99.3,98.9,27.6980187866607,93.3436564256122,6.65531810164486,7.99971286763198,63.3485786947783,0.0,2.29705894417326,7.01503343041142,350780000.0,0.359715328766561,2.8,7.20251207778611,8.62945418213425,-29.7539341309863,0.8,,115.882184306665,1.43233239941432,3239.19327186522,2584.76582554848,1863,,4891572013.05224,2.58158269331906,295031770.150635,0.15570636796675,193549569477.733,665340000000.0,6.29878592740947,26998389.0,1701,,,56.2463,246.5862,9.13336717979728,6.6582,1.4002,6.7917,29.7816,43.4262,18.451,28.56604,-212.2766,-190.3399,-14.5079,36.4446,204.9404,7.59083810519213,63.5105,0.976992522283635,0.340318218251462,41.5264,0.0528,218.120278226639,1.6381,167.053153699532
MYS_2006,5.57,97.8,99.3,98.8,23.0669041522877,92.8275631748859,7.17132361126572,7.99955471446065,66.2707336079261,0.0,3.48992541467216,7.83366358677502,594980000.0,0.662339975509295,3.1,7.04913717873513,8.67450872126289,-38.7189124367808,0.85,97.8512852253165,115.280303718965,1.59113758273041,3040.51316097727,2472.12683283587,1864,,4269591785.22982,2.70267245104834,255245023.762405,0.161571346557362,162692258307.056,596784000000.0,5.5848470671515,26417909.0,1702,,,-10.0958,229.0268,8.66937652029917,6.3632,1.3707,5.2665,29.2864,37.9114,17.3581,6.05124,-238.9484,-239.1226,-36.4208,36.2466,187.7708,7.10770863810607,57.5303,0.951524600965194,0.331446914318244,38.9961,0.0512,191.468637412821,1.4957,148.036302200658
MYS_2005,5.85,97.8,99.2,98.7,24.1808087283636,93.719835980308,6.27895443494248,8.00019353355993,66.8743120486737,0.0,2.66471520327072,7.99419399320213,1418040000.0,1.71523955825965,3.0,6.50912842784133,8.25700106640053,-43.7782101911016,0.69,97.9412912306169,121.10934611226,1.65291504082851,2857.55523740432,2515.14872740447,1865,,3895234901.85598,2.83884728642581,232681860.226638,0.169578545106527,143534405818.501,543578000000.0,5.33213916141486,25836071.0,1703,,,21.1935,221.3048,8.56572967306058,6.5844,1.2701,4.624,28.5115,35.1222,16.122,38.62986,-226.3738,-200.1113,-9.0858,35.3483,181.1517,7.01158082434438,54.7553,0.969250366128136,0.337621373876333,40.6971,0.0496,181.194089624245,1.4237,139.673366834171
MYS_2004,5.66,97.8,99.2,98.7,23.3556949103106,92.9135676437703,7.08521705313305,8.00034028486705,66.525691507462,0.0,3.03218122599776,7.4770672305673,322430000.0,0.391850177434252,3.2,6.50126707033425,8.5056105653117,-48.0780497298625,0.84,97.3520002354589,117.569455163899,1.87263677068167,2976.54823031225,2371.20028657265,1866,,3491821819.64145,2.95097096708022,207841418.868608,0.175648708473046,124749473684.211,474048000000.0,6.78343772370305,25256772.0,1704,,,-23.1073,209.2752,8.28590446950228,6.6407,1.5474,4.2889,25.4083,33.3037,14.7602,14.10473,-235.7238,-232.3825,-27.515,30.8563,169.6248,6.7160126400951,49.3099,0.955969007300168,0.332995045353646,40.9583,0.048,163.301372350878,1.2575,126.645295442731
MYS_2003,5.61,97.7,99.2,98.7,18.8711465674343,93.5566911774076,6.4420344339803,8.00061170653379,70.9031592093693,0.0,3.78238540060406,7.21783124545999,608760000.0,0.775796811479693,3.3,6.38251293033304,8.57478986050556,-50.4417829656388,0.78,97.2228929717422,116.620933721755,2.01361155213082,2916.94331213283,2254.16675979207,1867,,3036151562.72445,2.91177288516651,188583322.578721,0.180857837276934,110202368421.053,418769000000.0,5.7884992858875,24679602.0,1705,,,-48.8672,194.3917,7.87661405560754,6.5187,1.1306,4.0113,22.4776,29.5608,15.7719,6.80037,-237.8559,-243.2589,-31.9785,26.5755,156.576,6.344348664942,45.4616,0.942287773938259,0.328229427546947,38.1159,0.0464,143.0462743491,1.0551,110.526446889621
MYS_2002,5.54,97.7,99.2,98.6,15.167881048903,92.8551226279142,7.14353055260003,8.00010774555886,67.4244770973346,0.0,10.2627644816765,8.06362375250845,683160000.0,0.920093199908416,3.5,6.33849494008468,8.68377827184243,-52.4797204932948,0.88,96.8499640265728,115.157247075567,2.26317271019577,2832.94534416525,2154.46190610282,1868,,2748433770.70237,2.91609381733705,171156525.213335,0.181597421153776,100845526315.789,383213000000.0,5.39098830692797,24102477.0,1706,,,-62.5098,181.1997,7.51788706198122,6.5107,1.0941,4.5817,15.4272,28.4141,14.3077,15.64401,-246.5375,-243.7095,-23.7475,26.5755,146.5554,6.08051197393529,46.883,0.933036521664255,0.325006915993711,35.8028,0.0448,127.491722586744,1.1311,96.2394948882343
MYS_2001,5.65,97.6,99.2,98.6,12.4852287434584,90.0709020313995,9.92769118226324,8.00039390017444,71.4211355579315,0.0,6.16453773000957,9.33847279275224,-418840000.0,-0.589218389511001,4.2,6.1202605000114,8.51509498183848,-51.9557499366613,1.21,96.373691089,117.438502110999,2.40496708054252,2779.75450531651,2135.7884053911,1869,,2512409624.9572,2.92001265455822,166273032.037288,0.193248486567518,92783947368.4211,352579000000.0,0.517675319192861,23526538.0,1707,,,-56.3967,171.9815,7.31010656986591,6.5133,0.9981,4.206,19.0356,26.4248,11.9664,33.8522,-239.4177,-228.3782,-15.5359,26.5755,138.4076,5.88304152527669,40.7757,0.928667471146942,0.323485033836387,34.9577,0.0433,114.84423871858,0.9486,86.2561731069139
MYS_2000,5.46,97.6,99.2,98.6,11.105335354848,89.9415204678363,10.0584795321637,7.99942242437369,73.6380044762111,0.0,5.19818063677713,10.9232690780449,598910000.0,0.864789545881164,4.4,6.19640512380358,8.81515367465204,-56.7090485953618,1.24,96.1567961651963,113.441017242331,2.58797692035643,2774.14273956218,2102.39212549567,1870,,2308321976.04401,2.67842375049383,171034081.164394,0.198456606092575,93789736842.1053,356401000000.0,8.85886816969386,22967816.0,1708,,,-20.9347,163.9607,7.13871532234497,6.6304,1.048,4.3041,19.5228,25.8474,10.3684,66.71051,-233.7594,-184.8954,22.2885,26.5755,130.7796,5.69403725630682,37.442,0.882028739904609,0.307239249394967,32.2052,0.0417,103.003618312292,0.6615,77.5696369779934
MWI_2019,3.16,4.1,45.5,11.2,0.0,20.7462385785278,71.766077959721,,0.0,0.0,20.7462385785278,79.2537614214722,174630000.0,7.4876834617512,70.9,,,,,,,,,,1871,,59129437.069828,0.545393527492784,126970208.952365,1.1711379911371,11051865579.8121,8239605654000.0,5.71682519194337,19025752.0,1709,,,16.7964,17.3584,0.912363411443605,4.482,,0.1974,0.0005,1.9109,0.1628,2.065,-2.627,-0.562,0.0,0.0,5.5851,0.293554756731823,2.5569,0.515129220330826,0.173980082003521,0.7565,,263.589610051429,0.2909,195.597976942595
MWI_2018,3.26,11.7,49.0,18.0,0.0,19.8483643497163,75.4917554742591,,0.0,0.0,19.8483643497163,80.1516356502837,87890000.0,4.6598801760246,73.2,,,,,,,,,,1872,,54066668.8007071,0.556428601595368,119595385.408972,1.23081918188204,9879231591.52434,7234882369500.0,4.35356471619211,18528081.0,1710,,,15.3822,15.9442,0.860542438258987,3.8475,,0.1854,0.0005,1.8773,0.1589,2.065,-2.627,-0.562,0.0,0.0,5.5228,0.298077280642286,2.647,0.538503661492491,0.181874581149738,0.6537,,259.533884512727,0.2637,171.515419852528
MWI_2017,3.18,3.7,57.5,12.7,0.0,15.509292242555,80.6755959044924,,0.0,0.0,15.509292242555,84.490707757445,74970000.0,3.81511185295255,76.9,,,,,,,,,,1873,,44526342.5977769,0.506536853300837,111666284.723116,1.27032864554806,8943543793.5839,6531224085000.0,4.00000000089172,18039715.0,1711,,,14.1907,14.7527,0.81779008149519,3.4408,,0.1606,0.0004,1.992,0.1496,2.065,-2.627,-0.562,0.0,0.0,5.3833,0.298413805317878,2.5125,0.547753569479949,0.184998651162985,0.5682,,250.452444502311,0.2327,151.225243941897
MWI_2016,3.3,4.9,42.0,11.0,0.0,3.18283666801567,93.4818229377449,,0.0,0.0,3.18283666801567,96.8171633319843,67580000.0,3.33534039423941,78.9,,,,,,,,,,1874,,40220940.9687459,0.743461044173783,71724390.654338,1.32578425775863,7909868618.46366,5679325217400.0,2.49999999914311,17557739.0,1712,,,13.3241,13.8861,0.790882015047609,3.2633,,0.1522,0.0004,1.7162,0.1239,2.065,-2.627,-0.562,0.0,0.0,4.8945,0.278765961835974,2.4067,0.517938632377223,0.174928934677613,0.4951,,218.631599505241,0.2075,136.467823510379
MWI_2015,3.31,3.4,48.7,10.8,0.0,0.896650286810627,95.6258932242213,,0.0,0.0,0.896650286810627,99.1033497131894,71050000.0,3.47745648896807,81.0,,,,,,,,,,1875,,32338721.8755659,0.525539112728965,86247905.6201997,1.40162149786812,9219474379.31534,4606103177100.0,2.80000000003355,17085587.0,1713,,,12.9714,13.5334,0.792094529734331,3.1007,,0.1442,0.0006,1.7595,0.1171,2.065,-2.627,-0.562,0.0,0.0,4.8997,0.286773875547852,2.4772,0.5314511216597,0.179492651703658,0.4012,,218.970119132869,0.1818,130.461658975189
MWI_2014,3.33,5.3,46.1,11.9,0.0,1.15126210091935,95.6945818087921,,0.0,0.0,1.15126210091935,98.8487378990806,64740000.0,3.15415609028857,82.8,,,,,,,,,,1876,,28620144.2161549,0.48614181469702,83212836.856204,1.41345337779702,8801326169.14547,3739646523700.0,5.62527000105139,16621538.0,1714,,,12.6951,13.2571,0.79758563858531,2.9018,,0.157,0.0006,2.0031,0.1565,2.065,-2.627,-0.562,0.0,0.0,4.9716,0.299105895014047,2.2353,0.554348826161737,0.187226137496598,0.4191,,223.650803984116,0.1646,125.756517889072
MWI_2013,3.56,3.8,36.6,9.0,0.0,1.18895660051058,95.7182121386807,,0.0,0.0,1.18895660051058,98.8110433994894,60090000.0,3.0928312608087,79.8,,,,,,,,,,1877,,31678878.9454678,0.591365122152509,78934463.4039168,1.47350822209503,8031571927.62055,2926763440900.0,5.41034999817167,16161816.0,1715,,,12.4248,12.9868,0.803548314125096,2.7254,,0.177,0.0006,1.8459,0.1422,2.065,-2.627,-0.562,0.0,0.0,5.0326,0.311388274683984,2.4256,0.592716747041554,0.200184544353596,0.4411,,227.62189961591,0.151,121.153551419376
MWI_2012,3.71,1.8,37.1,7.4,0.0,1.2913387442667,95.9310259909499,,0.0,0.0,1.2913387442667,98.7086612557333,54140000.0,2.77763526478344,80.2,,,,,,,,,,1878,,29516545.742871,0.500901164761835,88951670.6926988,1.50952607549769,8773203178.16512,2185457550900.0,1.90000000072909,15709577.0,1716,,,12.7575,13.3195,0.847858602430861,2.5365,,0.1863,0.0007,2.5503,0.1477,2.065,-2.627,-0.562,0.0,0.0,5.6935,0.362422234538842,2.3914,0.706833891999223,0.238726544019219,0.4171,,270.646442288913,0.1469,126.819133899835
MWI_2011,3.72,3.0,32.6,7.6,0.0,1.29278774002879,96.3393209278979,,0.0,0.0,1.29278774002879,98.7072122599712,46230000.0,2.36789133207333,80.2,,,,,,,,,,1879,,27740400.1844232,0.351659588808949,115420389.038931,1.46316153623446,11648142958.3651,1823114919200.0,4.93266999813729,15265022.0,38,1.75,,12.4768,13.0388,0.85416188722165,2.3856,,0.1829,0.0008,2.5934,0.1287,2.065,-2.627,-0.562,0.0,0.0,5.7466,0.37645540242261,2.4244,0.726981221572643,0.245531116373092,0.4164,,274.103248486427,0.144,122.039064761678
MWI_2010,3.79,3.9,34.7,8.7,0.0,1.05963322002602,96.6018297033027,,0.0,0.0,1.05963322002602,98.940366779974,44580000.0,2.33853707667128,81.2,,,,,,,,,,1880,,25434635.4999747,0.371174948841005,98412914.3564544,1.4361679549757,10128323010.6049,1524177906400.0,6.87406585416142,14826463.0,1717,,,10.8778,11.4398,0.771579843419162,2.2278,,0.1616,0.0006,1.8375,0.1265,2.065,-2.627,-0.562,0.0,0.0,4.4887,0.302749212674662,1.8978,0.595859034334349,0.201245822532551,0.4647,,192.214048564547,0.1431,94.8095294858914
MWI_2009,4.07,3.1,36.7,8.3,0.0,1.09112630979,96.5742689289316,,0.0,0.0,1.09112630979,98.90887369021,42600000.0,2.33460476127844,80.0,,,,,,,,,,1881,,27065127.9716913,0.441169564505186,87546678.0515712,1.42703666024727,9009887946.82039,1271897950800.0,8.3281098524038,14395788.0,157,,8.82049278721445,10.1763,10.7383,0.745933463315798,2.0809,,0.1556,0.0006,1.7283,0.1386,2.065,-2.627,-0.562,0.0,0.0,4.1591,0.288910895325772,1.754,0.590057917524265,0.199286549522019,0.382,,170.757112167177,0.1439,82.8636139161828
MWI_2008,4.38,2.8,35.5,7.8,0.0,0.901266548089434,96.4343269150422,,0.0,0.0,0.901266548089434,99.0987334519106,44640000.0,2.66440653686837,80.4,,,,,,,,,,1882,,25764229.5164972,0.486242063022683,76799267.655358,1.44941397605006,7743617352.21427,1088154018100.0,7.63973639944591,13976417.0,1718,,,10.0032,10.5652,0.755930507797528,1.9802,,0.1652,0.0006,1.7129,0.1443,2.065,-2.627,-0.562,0.0,0.0,4.2867,0.306709509311292,1.8353,0.65880901922186,0.222506591870808,0.4283,,179.063863029751,0.1392,79.9158762324813
MWI_2007,4.51,2.6,34.3,7.4,0.0,5.43204962351146,91.875808538163,,0.0,0.0,5.43204962351146,94.5679503764885,40580000.0,2.69214183832554,82.2,,,,,,,,,,1883,,21375195.5196952,0.484478670125273,67206255.9659992,1.52326080407101,6451210219.11683,902893964000.0,9.59999987683469,13576343.0,1719,,,9.4491,10.0111,0.737392978359489,1.8186,,0.1522,0.0006,1.6839,0.1238,2.065,-2.627,-0.562,0.0,0.0,4.0775,0.300338611067796,1.7687,0.674532749963578,0.22781713504304,0.3483,,165.444958010546,0.1339,70.4800504061441
MWI_2006,4.76,,23.6,3.7,0.0,5.44471365340625,91.8819962370904,,0.0,0.0,5.44471365340625,94.5552863465938,39500000.0,2.67329010950338,82.8,,,,,,,,,,1884,,19128554.5868686,0.483017955769565,65515726.0147711,1.65434726950763,5818279739.14354,791364591300.0,4.69999976404691,13198701.0,1720,,,8.8361,9.3981,0.712047344659145,1.6452,,0.1647,0.0005,1.6567,0.1274,2.065,-2.627,-0.562,0.0,0.0,3.7932,0.287391918341055,1.4968,0.687741713358192,0.232278339035896,0.347,,146.937048369247,0.1311,60.0412104286225
MWI_2005,5.0,2.1,32.1,6.6,0.0,5.45820047137114,91.8626091778733,,0.0,0.0,5.45820047137114,94.5417995286289,38650000.0,2.67919035075558,83.2,,,,,,,,,,1885,,17682346.9157809,0.488994932249019,62088384.379114,1.71701785161899,5320409651.47544,630038654600.0,3.26872602317066,12840031.0,1721,,,8.3816,8.9436,0.696540374396292,1.5494,,0.156,0.0004,1.6167,0.1166,2.065,-2.627,-0.562,0.0,0.0,3.5687,0.277935466043657,1.3628,0.677448594257082,0.228801934214339,0.3161,,132.322114445674,0.1242,52.3014832348484
MWI_2004,5.13,2.8,30.2,6.9,0.0,5.49826431756453,92.0456361021947,,0.0,0.0,5.49826431756453,94.5017356824355,33820000.0,2.45609958024082,82.4,,,,,,,,,,1886,,16988075.2002389,0.495243812613026,62680178.9000799,1.82728004249154,5058726350.48896,550920593200.0,5.42049754993828,12500737.0,1722,,,7.7993,8.3613,0.668864563745322,1.514,,0.1758,0.0005,1.5886,0.0971,2.065,-2.627,-0.562,0.0,0.0,3.1465,0.251705159463798,0.9342,0.616826268473547,0.208327309994245,0.3503,,104.836924679383,0.104,42.3854367113397
MWI_2003,5.33,0.8,37.1,6.2,0.0,2.41160384449313,94.8849370712127,,0.0,0.0,2.41160384449313,97.5883961555069,33810000.0,2.70345908429419,82.8,,,,,,,,,,1887,,15759662.1598237,0.497565882280179,63184729.9037566,1.9948756237519,4669789300.35662,455035943900.0,5.70563940467414,12181574.0,1723,,,7.7521,8.3141,0.682514427117547,1.5364,,0.1737,0.0006,1.5518,0.0531,2.065,-2.627,-0.562,0.0,0.0,3.1518,0.25873503703216,1.0512,0.651356628728861,0.219989616599513,0.3213,,105.18195429985,0.0872,41.5816630621733
MWI_2002,5.56,1.5,28.9,5.6,0.0,6.71862075676728,89.8884149407204,,0.0,0.0,6.71862075676728,93.2813792432327,41840000.0,3.39296430251229,83.3,,,,,,,,,,1888,,13703878.2579738,0.397055031763421,74617274.3879177,2.16195471781542,5087328437.8737,390113132800.0,1.70000003078317,11880440.0,1724,,,7.5636,8.1256,0.683947732575561,1.4931,,0.1398,0.0006,1.5794,0.1055,2.065,-2.627,-0.562,0.0,0.0,3.1269,0.263197322658083,1.0154,0.683081205364402,0.230704295997885,0.2862,,103.560966082937,0.0706,38.3716771963285
MWI_2001,5.42,1.3,27.8,5.2,0.0,6.77567115092079,90.2159410559951,,0.0,0.0,6.77567115092079,93.2243288490792,35400000.0,3.00838779308411,83.1,,,,,,,,,,1889,,13196651.8227321,0.783947239928139,38514171.4916133,2.28793476137331,2498008664.6691,180349563400.0,-4.97496361892476,11593058.0,1725,,,7.5271,8.0891,0.697753776441039,1.466,,0.0964,0.0005,1.6168,0.1072,2.065,-2.627,-0.562,0.0,0.0,3.1625,0.272792562583574,1.0501,0.702602726640864,0.237297507445551,0.2915,,105.878523533624,0.0561,37.7501149464435
MWI_2000,5.25,0.7,28.7,4.8,0.0,6.79598150658741,90.2683630548893,,0.0,0.0,6.79598150658741,93.2040184934126,33780000.0,2.93565543852331,82.6,,,,,,,,,,1890,,13178743.993175,0.771970328098238,38286540.9662661,2.24270792472951,2537307580.32808,151080955400.0,1.57607762616895,11315942.0,1726,,,7.5744,8.1364,0.719021005940115,1.4707,,0.1001,0.0008,1.5931,0.0953,2.065,-2.627,-0.562,0.0,0.0,3.1037,0.274276768120586,0.9973,0.655234984636411,0.221299495076997,0.3172,,102.050647744287,0.0409,38.5555915058835
MDG_2019,8.58,13.0,60.7,31.0,19.4072269589931,61.5915550142103,36.0941940722696,5.31871701177426,0.0,0.0,42.1843280552172,39.6516443361754,87620000.0,3.55745026390581,82.5,5.13838806758466,5.44285403993729,,0.9,0.0,183.727138861788,84.9944972540219,82.6377341045149,313.77500218938,1891,,168009148.930733,1.23424426112569,150727229.017165,1.1072862316951,14104664678.5063,51035216506000.0,4.41123212909589,28219554.0,1727,,,66.6148,32.2725,1.14362190132417,16.0343,,0.3409,0.0,0.6244,0.1191,34.3423,0.0,34.3423,0.0,0.0,4.0003,0.141756315496694,1.524,0.303366504355473,0.0830036876107717,1.3919,,340.658735404274,0.671,34.9111461333623
MDG_2018,8.49,16.0,71.2,36.5,19.3562049978823,57.13680643795,41.1266412537061,4.40491317238458,0.0,0.0,37.7806014400678,44.7657772130453,85920000.0,3.63913595933926,84.2,5.28171180629347,5.73315019255138,,1.05,0.0,174.424176310472,86.3802090286369,82.0878732315919,292.820905838727,1892,,131248794.168125,0.986864927010177,153565440.619369,1.15466468327314,13760033282.2925,45886302017000.0,3.19435651744398,27494926.0,1728,,,64.6589,30.3166,1.10262526256663,15.4079,,0.2116,0.0,0.4878,0.122,34.3423,0.0,34.3423,0.0,0.0,3.3765,0.122804476724178,1.262,0.26735544900391,0.0731507528074195,1.2931,,271.943159286186,0.6081,26.734751037778
MDG_2017,7.98,,66.6,24.1,22.4213286713287,64.4230769230769,34.4405594405594,4.80769230769231,0.0,0.0,42.0017482517483,36.6687062937063,50980000.0,2.22814685314685,81.9,5.16567324494215,5.5759123556137,13.7006490799738,0.84,0.0,179.342847631603,85.7196450902161,81.3039238102348,299.453710205685,1893,,129837313.158693,1.0175301306263,152066659.834713,1.19174068286826,13176313593.5509,41058842552000.0,3.93330759462793,26788375.0,1729,,,65.9391,31.5968,1.17949670332747,16.0583,,0.2139,0.0,0.5354,0.1486,34.3423,0.0,34.3423,0.0,0.0,3.5521,0.132598561876187,1.4153,0.290244111077543,0.0794132878246742,1.2389,,291.286627010355,0.5368,32.0864668726198
MDG_2016,7.9,,67.3,22.9,28.7343834872352,63.76969038566,35.1439435089625,5.86637696903857,0.0,0.0,35.0353068984248,50.9304725692558,290630000.0,15.7865290602933,83.8,5.32355863592037,5.62149909628383,,0.73,0.0,177.888492530589,86.498257567958,66.3985895452988,293.322517988217,1894,,114198745.018846,1.00355050207761,143130592.491088,1.25779646644447,11848613858.442,37637585996000.0,3.99314606199499,26099952.0,1730,,,65.4289,31.0866,1.19105966171892,16.1115,,0.1401,0.0,0.5331,0.1271,34.3423,0.0,34.3423,0.0,0.0,3.2507,0.124548121774324,1.231,0.276064061434995,0.0755335041506794,1.2194,,258.085481383565,0.4786,29.9536396433304
MDG_2015,8.12,1.7,64.3,23.8,26.3356973995272,55.0354609929078,44.2553191489362,4.86997635933806,0.0,0.0,28.6997635933806,46.4340425531915,46080000.0,2.17872340425532,83.9,5.43371291466594,5.90921857434347,,1.15,0.0,169.227113097793,84.1968664524886,79.1294128511043,275.43076854299,1895,,114054845.172961,1.04687620790052,144563967.499864,1.32691055663446,11323020701.3017,33216175582000.0,3.13229807490305,25426702.0,1731,,,65.3663,31.024,1.22013464428065,15.5034,,0.0981,0.0728,0.6202,0.1186,34.3423,0.0,34.3423,0.0,0.0,3.4179,0.134421680011824,1.3314,0.30185408029918,0.0825898753668317,1.1768,,276.50363516193,0.4195,29.6919481800738
MDG_2014,8.18,1.7,63.2,23.0,25.8603736479843,55.5555555555556,43.4611602753196,4.76892822025565,0.0,0.0,29.6951819075713,41.6120943952802,-37610000.0,-1.84906588003933,82.2,5.52503116731374,5.9729719106405,,1.13,0.0,167.420844256535,85.0181673386094,78.2172823609166,271.281685784756,1896,,101348978.119218,0.832568004100859,169175632.171875,1.3897546974194,12522957399.2281,30240583633000.0,3.33920311195367,24764348.0,1732,,,64.9979,30.6556,1.23789247348648,15.8173,,0.0952,0.0667,0.5983,0.114,34.3423,0.0,34.3423,0.0,0.0,3.1332,0.126520593233466,1.1207,0.285378014270643,0.0780818818406755,1.1383,,245.142101784534,0.3797,28.1518980991836
