,Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
6833,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level equity,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.01421433
6834,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level equity,Mitigation,Transport,Other/Unspecified,2023,0.001013172
6835,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.018059536
6836,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Industry,Other/Unspecified,2023,7.31e-05
6837,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.000432244
6838,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.049995012
6839,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Other/Unspecified,2023,0.140011231
6840,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.000618818
6841,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.001156078
6842,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.884276731
6843,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,1.237435202
6844,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.015511963
6845,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Industry,Other/Unspecified,2023,0.200335975
6846,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.012672838
6847,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.22486373
6848,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,1.593015362
6849,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Rail & Public Transport,2023,0.085161476
6850,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Waste,Solid Waste,2023,0.01162294
6851,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Water & wastewater,Other/Unspecified,2023,0.058715358
6852,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Energy systems,Other/Unspecified,2023,0.000624017
6853,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,5.76e-06
6854,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,International,Project-level equity,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.011694833
6855,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,International,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.122298155
6856,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,International,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.05529099
6857,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,International,Project-level equity,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.023215238
6858,Advanced,Western Europe,True,Advanced,Public,Multilateral DFIs,International,Project-level equity,Mitigation,Industry,Other/Unspecified,2023,0.047472161
