Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Mitigation,Waste,Solid Waste,2023,0.000159838
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.000165953
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.003246041
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000126848
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Buildings & infrastructure,Other/Unspecified,2023,0.000545581
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Energy systems,Policy & National Budget Support & Capacity Building,2023,0.000093061
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Energy systems,Power & Heat Generation,2023,0.000045209
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,0.000380477
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.004568611
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000367646
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Transport,Policy & National Budget Support & Capacity Building,2023,0.000848808
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.000252696
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.033728073
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,0.000170741
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.003590468
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.0000148
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.457114845
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.003714815
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000320767
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Other/Unspecified,2023,0.000972369
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,5.65e-7
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.001016266
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.0000249
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.00012482
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.00044172
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.008711302
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Other/Unspecified,2023,0.0000632
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Fuel Production,2023,0.042929268
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.101958343
Advanced,East Asia & Pacific,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.001335911
