,Country,Year,Electricity production from coal sources (% of total),"Electricity production from oil, gas and coal sources (% of total)",Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Renewable electricity output (% of total electricity output),"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable energy consumption (% of total final energy consumption),Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: particulate emission damage (current US$),Adjusted savings: particulate emission damage (% of GNI),GDP (current US$),GDP (current LCU),GDP growth (annual %),"Population, total",Total greenhouse gas emissions including LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),Total greenhouse gas emissions excluding LULUCF (% change from 1990),Total spending climate protection
141,Belgium,2011,6.00968699317056,34.3932389642199,1.56999900702803,28.0635943378532,53.2166775158048,0.319957633196156,10.5488928362589,8138200000.0,8.97889382923089,6.7,2877842884.22785,0.549031035235705,360002468.254322,0.0686807917542417,527196649048.639,378745400000.0,1.93115502411325,11038264.0,128.7795,129.2707,11.7111440712054,104.5725,0.235446130151197,-9.70230190158589,-8.02485385942044,15529261000.0
140,Belgium,2012,6.58037326911499,35.3654425045154,1.99759181216135,28.3841059602649,48.5189644792294,0.400963275135461,14.2367248645394,10164600000.0,12.2391330523781,7.7,2960043420.13127,0.583069069412876,325421452.04653,0.0641014864583786,498414364944.961,387934900000.0,0.215803612089744,11106932.0,126.8587,127.4017,11.4704672721504,103.0863,0.231600133105525,-10.9856262833676,-9.35463352439281,15105693000.0
139,Belgium,2013,6.17896111051226,31.4170050183848,2.04088965542021,24.9158612099218,51.0749404141665,0.322182697950726,15.6365204268621,11351400000.0,13.5956307714419,8.3,3122308920.18152,0.583996286011436,314507820.251092,0.0588255049847892,524097026598.55,394616300000.0,0.305494549070232,11159407.0,127.8459,128.8169,11.5433463444787,104.4225,0.23388760975117,-9.8318259611117,-8.34772920022539,14601927000.0
138,Belgium,2014,5.87359569922117,32.8223861051761,2.01943621200634,26.6510441794748,46.4580605141636,0.297746226480116,18.4604038872424,11927100000.0,16.4409676752361,9.1,3035082011.54571,0.55524112709379,290240351.759343,0.0530968782477423,537987419164.351,404958300000.0,1.76554038149924,11209057.0,120.997,122.0131,10.8852243324305,97.7245,0.215087832480922,-15.6155069658039,-13.1885825359873,15159281000.0
137,Belgium,2015,5.89627716806542,37.7792123950936,2.03285273653253,31.5831002080195,37.4478157951366,0.299835019008679,22.3222150491356,14142700000.0,20.2893623126031,9.4,3307938171.54991,0.705499599794752,235693930.477104,0.0502675579174259,461044767544.531,415538000000.0,1.47416433731927,11274196.0,125.8304,126.7347,11.2411297444181,102.3791,0.222058913162075,-11.5962890493452,-9.8291990870127,12603568000.0
136,Belgium,2016,3.08272784617901,29.0879143985235,1.73936406326659,25.7844076349789,50.8410625423452,0.220778917365605,17.9650959044927,13890200000.0,16.2257318412261,9.2,3383586688.42756,0.703991276528088,226899641.955397,0.0472088890555894,474271566739.729,428467100000.0,1.19350273007754,11331422.0,124.9154,125.7471,11.097203863734,101.261,0.21704335074086,-12.5617613890506,-10.5318691764331,12287327000.0
135,Belgium,2017,2.79961671226867,29.5708793682679,1.61281012249045,26.5680739791501,48.7491197081472,0.20318867684919,19.5541393920502,15540600000.0,17.9413292695598,9.7,3469312892.01987,0.683778612411988,240917899.784865,0.0474833237437385,500908767351.53,443407200000.0,1.47446761556785,11375158.0,123.0146,123.7283,10.8770621032253,99.7004,0.210593223750527,-13.909329704357,-11.9682304325306,13456523000.0
134,Belgium,2018,3.12370900465092,35.2936473034022,1.74176095097216,31.956715841096,38.1095163848132,0.213222457655353,24.2593851197377,16897000000.0,22.5176241687656,10.7,3669481460.41284,0.66948185740955,255604873.991425,0.0466340619645645,542638913427.921,459491800000.0,1.87796847383565,11427054.0,123.5003,124.178,10.8670178682975,100.0981,0.207535812645877,-13.5659182478676,-11.6482722113759,14892671000.0
133,Belgium,2019,2.68570330186664,30.0211439067105,1.26009141002093,27.2606894195037,46.4770834223228,0.0747511853402247,21.7447994532485,19182700000.0,20.4847080432275,10.2,3792847508.49775,0.701062091308238,251835419.405367,0.0465487382232622,536726344405.489,479444900000.0,2.4428900448156,11488980.0,123.2713,123.7138,10.7680403308214,99.8825,0.202150489759464,-13.7520874960927,-11.9785470751962,15122502000.0
132,France,2001,4.34935308354412,8.18972576565429,14.2869361090386,2.75617345731807,76.624752060852,1.0841992247921,14.9187032555093,3471750000.0,0.63176714647062,9.4,7311139178.20274,0.521294894878413,838527935.167423,0.0597882657081588,1370376677298.86,1530070900000.0,1.89946701186636,61364377.0,502.0902,544.4153,8.8718459571422,405.3435,0.196355105454844,5.20969600697689,2.13906281600966,23211671000.0
131,France,2002,4.82789953905016,9.14512317931968,11.7750593403606,3.28567621180439,78.123574623969,1.03154742846513,12.456687350084,3810730000.0,0.681628009723412,8.7,7477077510.64398,0.492870433445884,923516171.210785,0.0608758990328749,1492427756382.43,1578330400000.0,1.06775027069419,61812142.0,485.6902,537.7983,8.70052844957226,399.9106,0.191676690325219,3.79954940924854,0.897631543498512,25769960000.0
130,France,2003,5.16302717884122,9.83173322889432,11.3397478644692,3.41684925851831,77.8123555583782,1.25185679153479,12.0654455064763,4113530000.0,0.725697642007064,8.8,7915762930.08281,0.423523312553963,1127843918.41608,0.0603439234588627,1835095983049.09,1622312800000.0,0.967827182558352,62249855.0,484.2617,541.1852,8.69375840313202,404.8426,0.192180616007679,5.07968396353746,1.53305599217133,27274023000.0
129,France,2004,4.74433545334664,9.54824728727139,11.3052279144957,3.66673460464452,78.0835567447605,1.13717722928022,12.0693402873951,4386410000.0,0.764112372899367,8.9,8334967836.41159,0.387857275482968,1212646865.08648,0.0564290011007282,2109792297237.03,1696107700000.0,2.86825052501032,62707588.0,483.8751,542.5221,8.65161804660706,405.9175,0.187318122864091,5.35868165867233,1.78387501411785,29043645000.0
128,France,2005,5.33016468742026,10.7104976729895,9.77865191359943,4.00461062283335,78.3821505014226,1.37572236273589,10.6198562305034,4845850000.0,0.841204316903939,8.6,8856529376.55039,0.396342608286446,1217825206.77951,0.0544994543991421,2192146403028.17,1762047700000.0,1.88856584109286,63180854.0,485.1872,542.9665,8.59384553428164,408.1656,0.184864266711376,5.94219149068709,1.86724996613596,32050921000.0
127,France,2006,4.59304641579212,9.61906103825393,10.7400120723156,3.78521019571415,78.3119284567441,1.24080442674766,11.790103484446,6036650000.0,1.05009141213042,8.5,9111813440.94773,0.38495775685644,1238889794.69992,0.0523408692957624,2317861544690.82,1846020800000.0,2.71406448755236,63622342.0,471.8394,528.9728,8.314261678704,397.4259,0.175243865441135,3.15462841836418,-0.758141721658978,33809249000.0
126,France,2007,4.94885637663049,9.88946378174976,11.1025891239943,3.85893907695764,77.1770264388312,1.08166832816164,12.560092879909,8304390000.0,1.45750375591469,9.4,9344050673.8991,0.344361668650593,1404872688.88526,0.0517745804544423,2655816911866.56,1937876300000.0,2.53048188351066,64016890.0,470.3824,523.1715,8.17239794060599,390.2734,0.167842759474611,1.29814780207229,-1.84653755681371,35702277000.0
125,France,2008,4.60678347734252,9.35176697350673,11.9146540816931,3.81383254967707,76.5845947933622,0.93115094648714,13.6874971680324,10172680000.0,1.77284308633929,10.5,9607642165.79653,0.320881951951605,1568626242.72938,0.0523899456248936,2926802941585.86,1989999700000.0,0.380171435849121,64375116.0,463.9526,515.6148,8.00953585854509,383.0041,0.164092657729069,-0.588649058327617,-3.26426820468814,37145088000.0
124,France,2009,4.48178383169287,9.18673321826748,11.5624387740822,3.82572188272613,76.4539814339693,0.879227503848486,13.9254447917153,12663940000.0,2.36300601763306,11.2,9492955667.33886,0.343573721216378,1525932351.15297,0.0552272942782055,2700075882518.98,1935840200000.0,-2.82455153714783,64706436.0,461.1095,501.103,7.7442528282658,370.3759,0.16329462596551,-3.86638530700388,-5.98686187862302,39643492000.0
123,France,2010,4.62244878242433,9.7655488356488,11.8613282931105,4.17329044928129,75.2732804367568,0.969809603943178,14.5810478721629,15483010000.0,2.71971957905239,11.9,9938941174.50649,0.36723589599215,1481265172.67657,0.0547315587585073,2646230027988.34,1996075100000.0,2.00032476039051,65026211.0,468.8219,510.8304,7.85576142518899,377.7598,0.16328389734233,-1.94984322764177,-4.1618809869463,38486500000.0
