,Country,Year,Electricity production from coal sources (% of total),"Electricity production from oil, gas and coal sources (% of total)",Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Renewable electricity output (% of total electricity output),"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable energy consumption (% of total final energy consumption),Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: particulate emission damage (current US$),Adjusted savings: particulate emission damage (% of GNI),GDP (current US$),GDP (current LCU),GDP growth (annual %),"Population, total",Total greenhouse gas emissions including LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),Total greenhouse gas emissions excluding LULUCF (% change from 1990),Total spending climate protection
112,Germany,2002,52.2577357191313,62.2856207835771,4.74932417921438,9.29121484112672,28.0967591282679,0.736670223319141,8.38887051853266,21353000000.0,3.63954633931828,4.4,16794908837.3781,0.816700329455155,1919957389.18692,0.0933634024138952,2102350798305.89,2223360000000.0,-0.228310223930706,82488495.0,1042.5795,1024.4593,12.4194204294793,870.3116,0.297534693540009,-14.0884055344374,-17.1064595203312,40065818000.0
111,Germany,2003,51.6293643394567,63.7938731830298,3.75819031737069,10.5049437346534,27.0920598237851,1.65956510891973,8.41124256470187,28349000000.0,4.65305224733117,5.4,17583369803.2497,0.710086292189116,2290421324.9382,0.0924963078394486,2534715518349.01,2240810000000.0,-0.529929010433477,82534176.0,1056.9417,1026.9517,12.4427449302941,878.2763,0.301857226134006,-13.3021812942459,-16.9047883946051,40581760000.0
110,Germany,2004,49.8945910569855,61.9896807637982,4.2810754139101,10.3826595412486,27.0301535912657,1.71243016556404,10.3016006303503,37211000000.0,6.02052521644024,6.3,18114804382.5935,0.639792925092716,2490205896.8711,0.0879510526966114,2852317768061.78,2293040000000.0,1.16236825444811,82516260.0,1027.1505,1010.256,12.2431142662064,863.7247,0.293445034304196,-14.7386221713123,-18.2557114461957,38146116000.0
109,Germany,2005,47.7846750353868,61.5795825482977,4.23951315489621,11.8694171532015,26.1677638441762,1.92549035970946,11.2629470690756,43764000000.0,7.02343391417943,7.3,18668370766.657,0.650382303142787,2522373810.52838,0.0878762966936864,2893393187361.87,2325710000000.0,0.885697256705441,82469422.0,997.001,983.6981,11.9280343689083,842.0993,0.283586225252803,-16.8733433389442,-20.4046287908916,33264025000.0
108,Germany,2006,46.6196646222392,60.3225362982219,4.18534823484567,11.9914577715844,26.1311266430667,1.71141390439828,12.3838878699732,52480000000.0,8.19853963512749,8.6,19972418203.5908,0.655832562272466,2517521869.89007,0.0826676470358575,3046308753670.58,2426180000000.0,3.85573614635729,82376451.0,994.6972,990.3693,12.0224807936919,855.8555,0.277518400032024,-15.5154192623409,-19.8648324444209,36647099000.0
107,Germany,2007,48.068923149846,62.0394104953286,4.37887462734972,12.4101897242076,21.9121480871659,1.56029762127506,15.0125048335391,68199000000.0,10.6336302061894,10.5,20185395571.4332,0.580821226503823,2842717086.21964,0.081797278570956,3484056680854.91,2542220000000.0,2.89010717888073,82266372.0,957.1029,962.4113,11.698720590231,826.9926,0.260626961541963,-18.3645801374804,-22.1270380827811,35833841000.0
106,Germany,2008,44.5149176337019,60.1042386322344,4.12790597937373,14.0798570227737,23.1581623184518,1.50946397575875,15.6434365062903,73840000000.0,11.5155305269166,10.2,21193494713.0695,0.560552920150295,3120442043.40207,0.0825334813002838,3808786022312.5,2589680000000.0,0.910403214153277,82110097.0,950.815,961.5546,11.7105524793132,830.3551,0.25932574449463,-18.0326556447005,-22.1963574750976,35900562000.0
105,Germany,2009,43.63227594393,59.0877312986928,4.13785125463352,13.7673542128761,22.6217959357485,1.68810114188667,17.0317317412975,76908000000.0,12.893880486664,10.7,20293598195.6448,0.581782669898134,3060923367.42905,0.0877514254440416,3479800820863.28,2494870000000.0,-5.54516454479311,81902307.0,888.8802,896.2966,10.9434841682787,768.5531,0.254115677162056,-24.133353786792,-27.476671358355,32869962000.0
104,Germany,2010,43.1919699267122,58.8435051806924,4.32035001263583,14.2709123073035,22.2005307050796,1.38062294667678,17.6238311852413,84227000000.0,13.3034811726055,11.6,22092982211.5696,0.637077768534713,2918890863.37258,0.0841697358928735,3468154343000.01,2616060000000.0,4.14676755040489,81776930.0,939.5093,942.5264,11.5255781795673,815.3784,0.258863600562952,-19.5110596747426,-23.736013435032,31747645000.0
103,Germany,2011,44.4251805918225,59.8204601686774,3.83479334489164,14.2269984978544,17.6100064750466,1.16828107900046,21.1830252657297,106366000000.0,17.3482319208381,12.5,22266293794.1964,0.579048407830086,3100845836.63346,0.0806393673426315,3824828563521.41,2747810000000.0,3.75796884487347,80274983.0,904.3608,913.7212,11.3823904515807,788.5477,0.241278315944541,-22.1596147642384,-26.0667697786222,37216528000.0
102,Germany,2012,45.536626591163,59.1015002053114,4.43249712723256,12.3509901100405,15.8296647854417,1.21388350410782,23.7360619053531,121287000000.0,19.3035647781205,13.6,23617276148.6234,0.653897165136502,2808694689.09702,0.0777650006451546,3597896500945.31,2800380000000.0,0.47429132103845,80425823.0,918.8692,924.727,11.4978866924371,800.4648,0.243768514485264,-20.9832348763849,-25.1762417431881,36187822000.0
101,Germany,2013,46.8153329961907,58.7043076494322,4.50633394968851,10.7619997463602,15.2324796735875,1.12697490688131,24.7569676577929,129341000000.0,20.2506337081044,13.6,25089349171.8302,0.656743891190043,2872697460.34385,0.0751963112074759,3808086291482.36,2867280000000.0,0.386224592046474,80645605.0,933.4453,941.9149,11.6796804983979,818.2784,0.248234613042749,-19.2247902237206,-23.7854926090737,39505010000.0
100,Germany,2014,45.381853629943,56.2017565935974,4.05284435000621,9.91882842789014,15.4711805876338,0.901074535764233,26.8208650442971,142939000000.0,22.7680206942909,14.0,24782014156.6782,0.624702229627799,2778056502.1786,0.0700289363072333,3965800686309.79,2985170000000.0,2.16949889758517,80982500.0,904.871,902.5303,11.1447572006298,779.2231,0.231367208134468,-23.0800796342385,-26.9722750750785,41561110000.0
99,Germany,2015,43.761539636192,54.4394725354731,3.84045262367174,9.72021057859755,14.1577550211396,0.957722320683501,30.0329009777745,169808000000.0,26.1924483541027,14.6,25812211152.5549,0.751643901137815,2305517056.73767,0.067135970042402,3423568450957.03,3085650000000.0,1.65271978656361,81686611.0,905.0607,907.5201,11.1097778312776,785.3872,0.229406016339604,-22.4715991090505,-26.5685282514756,41157332000.0
98,Germany,2016,42.0011407504662,55.5517803855491,4.01783998438002,12.6518758580611,13.0116273527978,0.898763777021719,30.0192636163635,169126000000.0,26.0014236319834,14.2,26831318659.6548,0.754551229825156,2270803160.35753,0.0638596015005052,3537784107980.55,3196110000000.0,2.29471066413561,82348669.0,911.122,910.0183,11.0507954900886,789.7138,0.22549532027233,-22.0445048308463,-26.3663878220546,41493967000.0
97,Germany,2017,38.6743314829064,52.9397007601079,4.00093005753201,13.413173469497,11.6752814265369,0.852195807704486,34.0095116739047,196173000000.0,30.0085816163727,15.2,27396795820.1424,0.725015196357601,2315291263.30861,0.0612707179669015,3763092263752.95,3331110000000.0,2.71602454639843,82657002.0,888.7698,893.8904,10.8144546544284,774.9482,0.215428063502867,-23.5020704191261,-27.6713676602015,41741059000.0
96,Germany,2018,37.3124028054485,51.1477544545551,3.72586920814155,13.0256312571432,11.8671034306164,0.809720391963377,35.6372215317549,204382000000.0,31.9113523236134,16.0,27726798769.9025,0.674875042607019,2518217180.63852,0.061293838541575,4052008447223.53,3431130000000.0,1.11644310902427,82905782.0,937.7637,861.8892,10.3960083266569,747.2145,0.205424912325413,-26.2397638928539,-30.2607265225769,45447473000.0
95,Germany,2019,29.9558259201835,45.6958694516713,4.22973816848103,14.9531155001425,12.3692366501515,0.786928031345308,40.577541904412,220601000000.0,36.3478037359309,17.1,26808063513.7838,0.667020226046949,2472387741.41924,0.0615162907723357,3957208055215.68,3534880000000.0,0.987893350164853,83092962.0,873.169,808.7897,9.73355240363197,697.0085,0.189747726466544,-31.1957790852724,-34.5572423067571,47403386000.0
94,Netherlands,2001,30.4506582108196,90.6846887244696,0.124915921975593,57.4090088935866,4.24500603226461,2.82502162006342,3.52561844057952,3185200000.0,3.40070251860393,1.8,3243271253.84557,0.771294435267996,369637844.76066,0.0879049547244338,432536219668.898,482941000000.0,2.32357570819386,16046180.0,228.3541,224.047,13.9626378365443,181.5213,0.273926510939356,10.0989197015123,0.3859118214115,12699718000.0
93,Netherlands,2002,30.2018107750492,90.2584886592138,0.114606015773955,57.5947322907659,4.07893228868214,2.46194559339869,4.14185099134204,3865390000.0,4.02724497556808,1.9,3374176782.68875,0.732768281558245,429554610.950548,0.0932861596690942,475529972122.746,502901000000.0,0.245785659129112,16148929.0,227.2224,222.7243,13.7918929484426,181.9036,0.273830388705166,10.3307978172039,-0.206733675141368,14050140000.0
92,Netherlands,2003,30.7194943089095,90.122704455783,0.0743663368381912,56.8282757338511,4.15005474188684,2.57493441302237,4.09206965646884,3889860000.0,4.01770331963065,1.9,3579754740.22201,0.625445862823316,488776801.479812,0.0853978695508627,582435617081.96,514901000000.0,0.097832364227159,16225302.0,229.0953,225.2651,13.8835690084536,184.3454,0.277234951050228,11.8118336081945,0.93169051601425,14923871000.0
91,Netherlands,2004,27.7975378900152,89.4668721718339,0.0938605331278282,59.2674926393582,3.77615744857431,2.40184164246053,5.24308890074496,5211740000.0,5.14922836761713,2.2,3797386354.47395,0.585474958953281,543269175.568076,0.0837603732081574,661224886143.245,531573000000.0,2.01630996216733,16281779.0,231.7097,227.7127,13.9857382906377,186.8059,0.27538270020597,13.3042115931779,2.02835575935196,14011587000.0
90,Netherlands,2005,26.9492899390519,86.8576175178391,0.0880695749642217,57.6445391859569,4.00016012649993,2.26378839283034,7.45283774181603,7358950000.0,7.36476816685181,2.7,3907100559.6299,0.580103252210946,523502725.53401,0.0777265977644405,688133699635.797,553122000000.0,2.03396336199143,16319868.0,225.2703,221.3494,13.5631856826293,182.2002,0.263238955042915,10.5106959315489,-0.822767766931298,15796348000.0
89,Netherlands,2006,26.8210010826343,86.7574595529833,0.107251626481034,57.8167211356531,3.50996124776138,2.1197373346959,8.14500217538676,7943950000.0,8.03775054890573,3.1,4014544156.86115,0.550905858354209,533089931.909346,0.073154598640192,737593995289.411,587444000000.0,3.53737509680782,16346101.0,221.5262,217.7677,13.3223023643375,177.7446,0.248027921459554,7.8082210890811,-2.42757488495007,14886909000.0
88,Netherlands,2007,27.0679408548471,87.1915561260876,0.101744877097894,58.0135976798365,3.99372414776779,2.11001759140398,7.2103361384491,7475750000.0,7.10859126135121,3.7,4237697058.70117,0.505040486991999,603332788.647021,0.0719040273940496,853499460872.552,622775000000.0,3.88530644801823,16381696.0,222.0481,217.9249,13.302951049757,178.9147,0.240323398935616,8.51792703512015,-2.35714026481086,16760154000.0
87,Netherlands,2008,24.9311960725974,85.7613061588813,0.0948378458792026,58.9101085986314,3.87626450461172,1.92000148765248,8.86154604284439,9428770000.0,8.76670819696519,3.9,4434131382.61696,0.489499485853486,673955562.654845,0.0744003442705708,957901566041.406,651299000000.0,2.11681593642137,16445593.0,217.8518,213.408,12.9766071676467,179.9915,0.23675805558341,9.17104331808303,-4.38097064462464,17454668000.0
86,Netherlands,2009,23.4029078818904,85.289073013695,0.0861985557344029,60.5782339851,3.73644351795657,1.30793114670466,9.53023546278949,10737020000.0,9.44403690705509,4.4,4432329032.96935,0.52857316476943,658717590.389924,0.0785547369908228,878954223140.234,630173000000.0,-3.66529049145096,16530388.0,211.7771,207.5742,12.5571281206467,174.7807,0.23865110554729,6.01051366795029,-6.99484778818715,18639830000.0
85,Netherlands,2010,21.6315921857969,85.8438836253878,0.0880355495933596,63.1617338811101,3.32774377462899,1.05055755848076,9.38767502305693,11091680000.0,9.29963947346357,3.9,4890023107.72708,0.582240762977496,603805496.845571,0.0718933562129482,852464982433.335,643022000000.0,1.31932032302214,16615394.0,223.1044,219.241,13.1950527324239,186.1735,0.250897059738783,12.9206392145136,-1.76745194696613,20227316000.0
84,Netherlands,2011,21.7070452690786,83.903547642656,0.0500162333388907,60.9627686178848,3.63363547818151,1.23373375569264,10.8106753946456,12263170000.0,10.7606591613067,4.7,4735853141.85719,0.524902529720418,604140659.049286,0.0669604716918169,913140741332.687,656013000000.0,1.77334516269423,16693074.0,210.2541,206.1432,12.3490257097045,174.1304,0.23057820640121,5.61608432284373,-7.63601789899622,20870248000.0
83,Netherlands,2012,26.4573686963597,82.2761880775713,0.100742003603464,54.7929945560571,3.79235523180348,1.0258248251545,12.0898638045605,12376850000.0,11.989121800957,4.9,4892600581.56335,0.58976632046725,567476935.000746,0.0684050901613723,845689017065.625,658232000000.0,-0.977876877747732,16754962.0,207.2046,203.3032,12.1339099426188,171.6434,0.229529512287423,4.10763317525025,-8.90850085825391,20856802000.0
82,Netherlands,2013,27.0973137852996,83.4517366919217,0.112171602873167,55.1707173078815,2.84463249040638,1.18370559874053,11.9116796221588,11991840000.0,11.7995080192856,5.0,5077994776.20098,0.583063627689549,566380673.481192,0.0650327510538037,883951539006.669,665567000000.0,-0.0302325600539604,16804432.0,204.5378,201.1371,11.9692888161885,169.4024,0.226601250548342,2.74838949943319,-9.87903794911591,21544017000.0
81,Netherlands,2014,31.3667060121132,83.0588827183189,0.108361229899959,49.8481007759438,3.95808742429227,1.84407593026181,11.2692873314112,11535710000.0,11.1609261015113,5.6,5043542458.51597,0.571075209534479,543903693.501989,0.0615856648948724,901556501756.467,678627000000.0,1.61261001294011,16865008.0,197.3269,193.0125,11.4445543103211,161.7884,0.212981811577624,-1.86976371237896,-13.519324938829,21110847000.0
80,Netherlands,2015,38.3194360011977,81.0829938392023,0.0843820601925363,41.5685989856006,3.70010797274369,1.19495885240398,12.4230716884578,13598840000.0,12.3386896282653,5.8,5473589558.82859,0.722325857106918,429974868.534486,0.056741917184429,775743675302.734,699175000000.0,2.12060523860846,16939923.0,205.5923,201.0111,11.8661165106831,169.4176,0.218393788301122,2.75760882289253,-9.93549317899848,21503233000.0
79,Netherlands,2016,34.338039910384,81.044304347071,0.0868372149568419,45.6164573889786,3.43875371229094,1.08980704770837,12.8331336077389,14678380000.0,12.7462963927821,5.6,5693417574.99875,0.74420571641313,425635767.042946,0.0556362793999555,797163949289.885,720175000000.0,2.42428572955482,17030314.0,207.3577,203.0586,11.923362070717,170.8321,0.215004867558211,3.61555178560704,-9.01809569340687,19450900000.0
78,Netherlands,2017,29.1250949499432,79.3935152389325,0.0512089581537464,49.2741130181706,2.90354792731742,0.994307270818575,14.8803844085792,17374900000.0,14.8291754504255,6.4,5828086172.2298,0.707047096097429,448925561.40519,0.0544623921430468,848233537845.884,750861000000.0,2.78154619309936,17131296.0,202.8094,199.3462,11.6363759052438,168.0916,0.205830475309688,1.95334415795125,-10.6814639109943,19147562000.0
77,Netherlands,2018,26.5660654490772,78.1078694515602,0.0629486181904021,50.3851231432343,3.07224228223712,1.15668085924864,16.5280689637084,18832640000.0,16.465120345518,7.4,5930094964.45768,0.651230410891115,490607147.099213,0.0538774329764476,929733599796.862,787273000000.0,2.2587403735731,17231624.0,196.4565,193.0893,11.2055195726183,163.0209,0.195212001157869,-1.12221001740147,-13.4849141320434,19786031000.0
76,Netherlands,2019,16.5137387981023,75.9340405904059,0.0609515023721666,58.2490445440169,3.21972192936215,1.17125724828677,18.7762503294676,22721870000.0,18.7152988270954,8.6,5967587117.03685,0.669252580441607,486210010.099136,0.0545274492879058,928903005576.469,829767000000.0,2.30009157916757,17344874.0,190.427,187.4108,10.8049675079796,157.8604,0.184782314890055,-4.25223098529701,-16.0292079644888,19669046000.0
75,Poland,2001,94.1565487309087,96.7359356114713,2.89803318316669,0.932589825293924,0.0,1.64679705526865,3.21255905944402,458000000.0,0.314525876277332,7.3,5698430698.10121,2.99437360541512,617513723.008558,0.324487019518301,191823200371.284,785305000000.0,1.23374464400356,38248076.0,375.7143,408.6098,10.6831465195792,309.7498,1.08051815843206,-16.6275127501445,-20.3261829454934,4490785000.0
74,Poland,2002,93.6715096512773,96.8451216296851,2.71012863744224,1.52505446623094,0.0,1.64855751217685,3.04872125778832,488000000.0,0.338592620346086,7.5,5790291705.93506,2.91827388879948,586189182.152359,0.295435993737331,199694463255.567,814760000000.0,1.90119437968586,38230364.0,359.1568,400.8119,10.4841246083872,302.5032,1.03555157579618,-18.5780130123071,-21.8466762327551,5639573000.0
73,Poland,2003,94.2076488317033,97.4266475852563,2.1717195032678,1.59927719265849,0.0,1.61972156089454,2.55356754225719,579000000.0,0.381848038989389,7.3,6256165850.64684,2.89988589293213,598625637.612606,0.277477624970702,218561225998.47,850001000000.0,3.52337117234833,38204570.0,367.2969,411.1318,10.7613251503681,315.2933,1.04260090291927,-15.1354201545413,-19.8344243860769,6559357000.0
72,Poland,2004,92.6945556211444,96.6768077115186,2.39428122912058,2.0919959262839,0.0,1.89025616409032,3.12408617077174,1125060000.0,0.729804941651152,7.3,6659546402.46736,2.69534084333452,674174756.555642,0.272861039937537,256268656145.134,937339000000.0,5.09079546409544,38182222.0,356.3538,411.2391,10.7704339469819,317.4756,0.998962137373331,-14.5480306584856,-19.8135022237353,6176174000.0
71,Poland,2005,91.2760615792425,96.3239792017128,2.40735076719172,3.29115053270123,0.0,1.75676708976908,3.45679130346128,1646950000.0,1.04944053626956,7.2,7011283444.55247,2.33634590728665,814225598.512631,0.271321600351365,306999913150.525,993293000000.0,3.26082274679216,38165445.0,357.2337,411.4274,10.7801022626619,317.0782,0.966205440008303,-14.6549951389569,-19.7767860711825,6527118000.0
70,Poland,2006,91.8914073029887,96.5210025843627,1.86717117384477,2.83167019079769,0.0,1.79792509057635,3.26176874281263,2255650000.0,1.39459756896786,7.2,7702676744.24877,2.29447287122709,852784375.927749,0.254027357052665,345897630736.173,1073375000000.0,6.20210710934373,38141267.0,377.1731,425.3746,11.152608013782,330.7299,0.948950197076589,-10.9804933824139,-17.0572559443412,7603011000.0
69,Poland,2007,91.488440394608,96.0551748374627,1.84439089288852,2.81333935788337,0.0,1.75339508497126,3.80481712980395,3123900000.0,1.96042623691543,7.3,8070553025.3314,1.94782914084046,996844182.923314,0.240588487837313,429715132137.503,1189430000000.0,6.7604478527626,38120560.0,381.8162,423.1601,11.1005740734134,330.2791,0.887647769899059,-11.1018310467231,-17.4890558372151,8150782000.0
68,Poland,2008,90.5392614532694,95.3072985415795,1.76877756672354,3.01278130131032,0.0,1.75525578699977,4.67064164064261,4506740000.0,2.90186407391906,8.0,8274879915.02711,1.58383363665626,1196766730.21017,0.229064279119728,535612030671.888,1290419000000.0,4.38377069274605,38125759.0,373.6597,414.5654,10.8736300830103,324.5562,0.835634770830205,-12.6422110801636,-19.1649151911472,9324080000.0
67,Poland,2009,88.8959926179805,93.8459003427366,1.96018982335882,3.15515423147904,0.0,1.79475349327709,6.15815317690482,6369150000.0,4.19796335354601,8.8,8209571478.15073,1.9265925681407,938692242.14881,0.220288903301272,440891472247.096,1375644000000.0,2.61512859291683,38151603.0,357.1309,397.9985,10.4320256215709,311.3427,0.781184983656507,-16.1987665977974,-22.3952541594253,9395749000.0
66,Poland,2010,87.7747261460005,92.6524036357409,2.21239780028797,3.0433155521163,0.0,1.83436193762408,7.4035723120445,8184250000.0,5.19117451175654,9.5,8966137552.40291,1.94965792940284,977723808.158725,0.212602914488161,478111630683.514,1441650000000.0,3.16892748258036,38042794.0,377.8999,417.0028,10.9614136122599,329.3638,0.801017765033847,-11.348193877562,-18.6896525770625,10546270000.0
65,Poland,2011,86.5623547826938,91.6214200112505,1.68818940005381,3.55919974564042,0.0,1.49986548291633,8.3911451072468,10962550000.0,6.702955707193,10.4,9264398629.49193,1.831508418672,1039579333.67243,0.205517743530311,527848543023.469,1563935000000.0,5.25546256612796,38063255.0,369.0869,413.6542,10.8675466667262,326.9131,0.755359965194444,-12.0078261178515,-19.342587831647,10184662000.0
64,Poland,2012,84.1352173135396,89.257365593719,1.52030048291898,3.86088479637842,0.0,1.26126348380094,10.7618648196917,14984180000.0,9.24156433677277,10.9,9425099414.32692,1.97840752220141,958198201.264504,0.201133849714086,498148649702.66,1622242000000.0,1.51178167644575,38063164.0,363.654,408.6597,10.7363565467127,319.7015,0.727695790695982,-13.9489057539031,-20.3164530675731,8400873000.0
63,Poland,2013,84.9179730222384,89.202819297606,1.82099890630696,3.20209016891481,0.0,1.08275610645279,10.7618726455219,14714890000.0,8.94087373921497,11.4,9642662264.0906,1.94016015440794,944641973.801537,0.190067500816266,518179836405.36,1637768000000.0,0.684240607051805,38040196.0,354.6497,401.8042,10.5626217067862,315.0691,0.712277953803554,-15.1957659938007,-21.6531901032908,8875020000.0
62,Poland,2014,82.7057884181341,87.0576327023306,1.7188590397274,3.34970042562823,0.0,1.0021438585682,12.8766746930384,17747510000.0,11.157815653311,11.6,9620745755.21856,1.85540193623594,908791081.106415,0.175264244001476,542134167178.627,1710185000000.0,3.92050862390032,38011735.0,346.9381,386.6703,10.1723928150083,302.5461,0.658163790282574,-18.5664660163025,-24.6041119361034,7761406000.0
61,Poland,2015,80.6103889805025,85.7666844504802,1.47625860898244,3.8722233000291,0.0,1.28407216994859,14.1941386167427,20977380000.0,12.7178800077602,11.9,10052126036.1876,2.18879059159772,773460118.009001,0.168416335328426,480054118583.367,1809564000000.0,4.43176700264478,37986412.0,352.4627,388.6297,10.2307556712648,305.7471,0.636901316256292,-17.7048824682686,-24.2220533630182,10902831000.0
60,Poland,2016,79.774957241876,85.8559126233984,1.57349896480331,4.69949290365169,0.0,1.3814624778708,13.9911543193207,20692160000.0,12.4176553545174,11.3,10766283535.8162,2.38302376298354,754524538.445756,0.167007482098057,473259623976.262,1865960000000.0,3.03117767594847,37970087.0,356.4659,400.0847,10.5368391702658,316.7049,0.640318307092664,-14.755472845449,-21.9884711670959,6182487000.0
59,Poland,2017,78.2788255653653,85.3500718622591,1.77925087261315,5.88625230985833,0.0,1.18499398703546,14.4485202240929,21596670000.0,12.6692693514798,11.1,11706311111.814,2.33003774502943,848992889.742474,0.168984529752092,528356723263.073,1996836000000.0,5.15245773325907,37974826.0,369.5314,413.8708,10.8985568492137,330.1994,0.634889270796825,-11.1232831581815,-19.3003535318969,7940296000.0
58,Poland,2018,78.2214668399602,86.710107681179,1.40379559983298,7.43006016266856,0.0,1.05858067855021,12.9782873340822,19681150000.0,11.5744917342492,15.1,12220242697.027,2.1668488359998,921736345.539936,0.163438924819212,594616632477.019,2147587000000.0,6.2458584723942,37974750.0,369.2701,413.0762,10.8776542307718,329.5644,0.596416967949429,-11.2942002319089,-19.4552906259938,12534140000.0
57,Poland,2019,73.4511061785009,83.5530648584043,1.62450911042271,9.02322121130814,0.0,1.07873746859526,15.9761141059102,23534910000.0,14.3516049954875,15.6,12035083087.7647,2.10714690300415,921170216.9928,0.161281891925563,602683770144.88,2313929000000.0,4.58045817256199,37965475.0,369.4378,394.6734,10.3955870432281,312.0829,0.540043982017271,-15.9995338135879,-23.0436072069732,14328480000.0
56,Spain,2001,30.3911267772713,50.7227711027131,18.5836058906269,9.89594807571726,26.9907980138623,10.4356962497246,22.1453507092138,8407000000.0,3.561744818587,8.9,5720942633.56352,0.924013437387276,496204166.671864,0.0801440159533225,627798682378.741,700958000000.0,3.91908880808811,40850412.0,347.6873,394.7261,9.66272017036205,313.9155,0.308883172343298,35.4143435489402,32.5757390012571,16028947000.0
55,Spain,2002,33.6626508975264,58.5570175259542,10.7245938983715,13.2214197941629,25.7259615188344,11.6729468342648,15.6014876444677,11946000000.0,4.87689374609616,7.4,6302776294.26519,0.899460203233489,535473175.801592,0.0764166121477001,708938227243.923,749744000000.0,2.75545611564098,41431558.0,365.6821,412.2859,9.95101125571961,331.3246,0.317270928721096,42.9241410845122,38.4735082688943,18521349000.0
54,Spain,2003,29.1343505711414,53.4414244397904,16.8377405966875,15.1005347019248,23.7336309866286,9.2065391667242,22.698365208319,15279000000.0,5.86062461163149,8.9,6695965335.41737,0.743959807470582,662944852.367357,0.0736569411615824,907963217057.645,802683000000.0,2.9392895953076,42187645.0,375.9424,422.196,10.0075744924847,339.7315,0.316032136685776,46.5506419893149,41.8019905533857,18137091000.0
53,Spain,2004,28.6894497346182,57.0131512211848,12.3007850728996,19.8089822626387,22.7185381499711,8.51471922392794,19.1063241586719,19053740000.0,6.80553908577225,8.0,7403270927.17346,0.699023020550894,724897063.223197,0.0684453857906043,1069829382514.67,860059000000.0,3.1145314799161,42921895.0,391.8345,438.475,10.2156486800035,355.4424,0.320660001760255,53.3278836676107,47.2695804979104,19319340000.0
52,Spain,2005,27.4640152609977,62.6346983674677,7.82942230594764,26.8669049213997,19.5655648235362,8.3037781850702,15.9485519394185,23876980000.0,8.11912963347082,7.3,8154819304.93636,0.716726676786305,749039107.722111,0.0658330111785153,1154667551775.88,928122000000.0,3.5512255846125,43653155.0,404.8613,452.7822,10.3722674798649,370.4278,0.322718518309804,59.7921649911461,52.074906553215,22882052000.0
51,Spain,2006,22.700269485973,60.9021602289462,9.96163080755629,30.2445409889167,20.0782077012212,7.95734975405648,18.709395944019,26195970000.0,8.74776513646275,8.5,8381740516.86304,0.677537506922239,757669477.465328,0.0612461681198717,1261846683275.29,1004976000000.0,4.04343515605099,44397319.0,394.9955,445.0602,10.0244836856027,361.5215,0.302719057232093,55.9502369310473,49.481336336886,25008825000.0
50,Spain,2007,24.2854660901662,61.428117183889,10.0052776675987,31.0756279932734,18.0630632107232,6.06702310044942,20.1610868717199,30981210000.0,10.1558092041212,9.0,9134161858.80923,0.635273432426037,819354421.55187,0.0569854250229548,1476746276854.51,1077541000000.0,3.53350013165972,45226803.0,415.134,462.1211,10.2178590867898,374.6869,0.303035316269707,61.6294212929512,55.2115412195288,31743193000.0
49,Spain,2008,15.9272432894141,60.1651591353846,8.33253654090095,38.5003728988584,18.7956960459972,5.73754294711211,20.6921098426176,38779150000.0,12.3595733017166,9.7,8702673551.04103,0.548523243703614,868085270.984135,0.0547147891804569,1636115447612.5,1112432000000.0,0.767165748290694,45954106.0,380.0007,426.9132,9.28999032208352,343.0931,0.275370666733148,48.0007419597659,43.3863455682092,31723634000.0
48,Spain,2009,12.5375059398547,55.6398072092865,9.89817391894644,36.5711764306564,17.9081528748897,6.53112483877537,26.077998778087,47669000000.0,16.1798248591406,12.2,7939748188.60712,0.54273433219563,771148674.926888,0.0527131152232943,1496587590847.66,1072990000000.0,-3.76813306940053,46362946.0,343.4514,388.3204,8.37566275447639,303.7758,0.253361110580516,31.0403613171511,30.4242714106409,32619929000.0
47,Spain,2010,8.72989815174097,45.6794913888309,15.0935073807652,31.4568844581082,20.5586896032528,5.49270877898165,33.4905995151346,55472200000.0,18.3970921343694,14.4,7809004788.85035,0.557236006528435,702322882.840649,0.0501164500611451,1427989078916.67,1077145000000.0,0.0941223116369514,46576897.0,327.2793,375.2444,8.05644910179396,291.2431,0.242679923896759,25.6341059924035,26.0324656415761,35212073000.0
46,Spain,2011,15.3569714851606,49.4563497330243,11.2000462825892,29.0994973574683,19.6421947476067,4.99988089039534,30.5731384019575,56927250000.0,19.3730921193682,14.7,8184909228.76206,0.562698870053283,712297076.632008,0.0489692370386505,1487568659241.25,1068690000000.0,-0.639920636520344,46742697.0,326.4866,374.8281,8.01896604297352,293.1618,0.245851948638424,26.4617793661852,25.8926439268574,31378586000.0
